smiles,chembl_id,fp_text,radius,nBits,tanimoto_score
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.CS(=O)(=O)O,OSIMERTINIB MESYLATE,00000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000100000100000000000000000000000010100000000000000000001000000000000000000000000000000000000000000010000000000000000000000010000000001001000000000000000000000000000000100000000000000000000000000101000000000000000000000000000000000000000111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000001000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000100000000000000000000000000010000000000100000000000000000000000000000000000001000000000000000000000000000100100000000000010000000000000000000000000000000000000000000100000010000000000100000000000000000100000000000000000100000000000000000000000010000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000001000000000000000000000001000000001000000000000010000000000000000000000000000100000000000001000000000000010000010000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000001000000000010000001000001000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000100000100000000000000000000000,2,2048,0.24752475247524752
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,CANERTINIB,00000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010100000000000000000000000000000001000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100100100000000000000001000000000000000000001100010000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000010000000000000000000000000000000000000100000000100000000000000100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000010000100000000000000000000000100000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000000010000000000000000000000001000000000000000000000000000000000001010000000010000000000001000000000000001010000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000001000001000000000000000000000001000000001000000000000000000000001000000000000000000000000000000000000010000010000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.24742268041237114
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,MOBOCERTINIB,01000000000000000000000000000000000000000000010000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000010000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000001000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000100000100000000000000000000000010100000000000000000001000000000000000000000000000000001000000000010000000000000000000000010000010001000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000100100100000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000001000000000000000000100000000000100000000000010000000000000000000000000000000000000000000100000010000000000100000000000000000100000000000000010100000000000000000000000010000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000001000000000000000000000001000000001000000000000010000000000000000000000000000100000000000000000000000000110000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000001000000000000000001000001000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000100000001000000000000100000000000000000000000000100000100000000000000000000000,2,2048,0.24528301886792453
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl,CANERTINIB DIHYDROCHLORIDE,00000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000010100000000000000000000000000000001000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100100100000000000000001000000000000000000001100010000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000010000000000000000000000000000000000000100000000100000000000000100000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000010000100000000000000000000000100000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000000010000000000000000000000001000000000000000000000000000000000001010000000010000000000001000000000000001010000010000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000001000001000000000000000000000001000000001000000000000000000000001000000000000000000000000000000000000010000010000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.24489795918367346
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,ROCILETINIB,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000001000000100000000000000000000000000000000000000000100000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000000000100000000000110000000000000000000000000000000000000100000000000000000000000000000000100001000000000000000000000000000000000000000000000001000000000011000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000000010000001100000011000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000001000000000000000000000000000000000100000000000010000000000000000000000000000000000000100000000100000000000000000000000100000000000000000000000001000000000000000000000000000000010100000000000000000001000000000000000001000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000001000000000000000000000000000100000000000000000000000000110000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000100000000000000000000000000000000000000,2,2048,0.24489795918367346
COC[C@H](C(=O)Nc1cccc2c(-c3nc(Nc4cccc(S(C)(=O)=O)c4F)ncc3F)c[nH]c12)N1CCN(C)CC1,LONDAMOCITINIB,01000000000001100000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000101000000000000000010000000010000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000010000000000000000010000000000000000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100101010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000110000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000100000000000010000000000000000000100000000000001000000000000000001000000000000000000000000000000100000000000000000000000001000000000000000000000000000000100000010000000000000000000000000001000000000000000010000010000000000000000000011000000000010000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000001010010000000000000000000000000000000000000000000000000000000000000000100000010000000000100000000000010001000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000001000000001000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000011000001000000000001000001000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000,2,2048,0.24271844660194175
C=CC(=O)Nc1cc2c(Nc3ccc(OCc4ccccn4)c(Cl)c3)ncnc2cc1OCCN1CCOCC1,TUXOBERTINIB,00000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000100000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010100000000000000000000000000000001000000000100000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000001000000000000000000001100000000000010000000000000001000000000000000000001000000000000000000000000000000000010000000000000100000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000010000000000000000000000000000000000000100000000100000000000000100000000100000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000100000000000010000000000000000000000000000000000100000011010100000000000000000000000100000000000000000100000000000000000000000010100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000000010000000000000000000000001000000000000000000000000000000000001010000000010000000000001000000000000001010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000000000001000001000000000000000100000000000000001000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.24271844660194175
C=CC(=O)Nc1cc(Nc2nccc(-c3cn(CC(F)(F)F)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,BEFOTERTINIB,00000000000100000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000010010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000010000000000000000000000000000100000100000100000000000000000000000010100000000000000000000000000000000000000000000000000000000000000010000000000000000000000010000000001000000000000000000000000000000000100000000000000000000000000101000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000001000000000010000000000000000000000100000100000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000100000000000000000000000000010000000000100000000000000000000000000000000000001000000000000000000000000000100100000000000010000000000000000000000000000000000000000000000000010000000000100000000000000000100000000000000000100000000000000000000000010000000000000000000000000000000000000000010000000000000000001000000000000000000000000000000000000000000000001000000000000000000000001000000001000000000000010000000000000000000000000000000000000000001000000000000000000010000000011010000000000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000100001001000000000000000000000000000000000001000000000010000001000001000000000000000000000000000000000000010000000000100000000000000000000001000000000000000000100000000000000000000000000000000000000000000000100000100000000000000000000000,2,2048,0.24271844660194175
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,MASITINIB,00000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000100000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000010000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000001100000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000100000100000000000000000000000010000000000000000000000000001000100000000001000001000000000000000000010001000000000000000000001000000000000000000000000000000000000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.24210526315789474
C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1,SPEBRUTINIB,00000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000010000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001000000000000000001100010001000010000000001000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000000001010000000000000010000000000000000100000000000010000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000100001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000001000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.2413793103448276
CN1CCN(Cc2ccc(Nc3ncc(Cl)c(Nc4ccccc4S(=O)(=O)N(C)C)n3)cc2)CC1.O=C(O)C(O)C(O)C(=O)O.O=C(O)C(O)C(O)C(=O)O,DUBERMATINIB TARTRATE,01000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000010000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000010000000000010000000000100100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000110000000000000000000000000000000000000000000000000001001000000000000010000000000000000000000000000000000000001000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000001000000000000000000001000000000000000000000010000000100000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000000000100000000000000000000000000000000000100000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000001000000000000000000000000000000000000000010000000000000000000000010001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000000001000100000001001000001000000000000000000010000000000000000000000000000000000000000000000000000100000000001000000000000000001000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.23958333333333334
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,ADAVOSERTIB,00000000000000100000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000100010000000000100000000000000000000000000100000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000010000000000010000000010000100000000000000100000000000000000000000000000000000000000000000000100000000000000100000000000000000100000000000010000000000000000000000100000000000001001000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000001000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000010000000000000000000000001000000000000000000000000000000000000000000000010000000000010000000000000001000000000000000000000010001100000000000000010000000000100000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000001000000000000000001000000000000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000,2,2048,0.23958333333333334
CC(C)[C@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1cccc(-c2ccc(NC(=O)/C=C/CN3CCOCC3)nc2)c1,TACACICLIB,01000000000000000000000000000001000000000000000000000000000000000000000000100000100000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010100000000010000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000001000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000110000000000000000000100000000000000000000000000000100000000100000000010000110000000000000001000000000000000000000000000000000000000000000001000100000000000000000001000000000000000001001000000000000000000000000000100000000001000000000000001000000000000000000000000000000000000010000000100000000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000010001000010000000000000010000000000000000000000001000000000000000000000000100000000001000000000010000000000000000000000000001000000100000000000000010000000000010000000000000000000100000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000010000000000000000010000000000000000000000001000000000000000000000000000000001000000000000000000000001000000100000000000000000000000000000000000011000000000000000000010000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000000000000000000000,2,2048,0.2376237623762376
C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O,MOBOCERTINIB SUCCINATE,01000000000000000000000000000000000000000000010000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000010000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000001000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000100000100000100000000000000000000000010100000000000000000001000000000000000000000000000000001000000000010000000000000000000000010000010001000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000000000000001000000000000000000000000000000000100100100000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000001000000000000000000100000000000100000000000010000000000000000000000000000000000000000000100000010000000000100000000000000000100000000000000010100000000000000000000000010000000000000000000000000000000100000000010000000000000000001010000000000000000000000000000000000000000000001000000000000000000000001000000001000000000000010000000000000000000000000000100000000000000000000000000110000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000001000000001000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000000000000000000000000000000000000001000000000000001001000000000000000000000000000000000001000000000000000001000001000000000000000000000000000000000000010000000000000000000000000000000001000000000000000000100000001000000000000100000000000000000000000000100000100000000000000000000000,2,2048,0.23423423423423423
CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,MASITINIB MESYLATE,00000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000100000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000000000000000010000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000001000000000000000010000000000000000100000000010000000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000101000000000000000000000000000000100000000000000000000000000000000000000000000000000000000100000010000001100000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000100000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000100000100000000000000000000000010000000000000000000000000001000100000000001000001000000000000000000010001000000000000000000001000000000000000000000000000000000000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.23232323232323232
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IMATINIB,00000000000000100000000000000000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000010000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000010000100000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000001001000000000000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000100100000000000000000000000000000000000000000000000000000000100000010000000100000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000100000000000000000000000000000001000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000100000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000010000000100000100000000000000000000000010000000000000000000000000001000100000000001000001000000000000000000010001000000000000000000001001000000000000000000000000000000000001000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000,2,2048,0.23157894736842105
C=CC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,ALLITINIB,00000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000100000100000000000000000000000000000000000000000000000100000000000000000000001000000100000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000000000000000000000000001100010000000010000000000010000000000000000000000001000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000010000000000000000000000000000000100000000000010000000000000000000000000000000001000000000000000000000000000000000000101000000000000000000000000000001000000000000000000000000000000000000000000000001000000000000000000000000001000000000000000000000100000000100000000000010000000000000000000000000000000000000000010000100000000000000000000000100000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000,2,2048,0.23076923076923078
